aoi_id,feature_stack_path,model_valid_mask_path,feature_names,valid_pixel_count,aoi_pixel_count,overall_valid_coverage_pct,sha256,status
huepetuhe_inference_area,data\processed\inference_features_huepetuhe\huepetuhe_inference_area\model_features.tif,data\processed\inference_features_huepetuhe\huepetuhe_inference_area\model_valid_mask.tif,blue_2018|green_2018|red_2018|nir_2018|blue_2022|green_2022|red_2022|nir_2022|ndvi_2018|ndvi_2022|ndvi_change,1996362,2044464,97.6472,1c90d69e84a8067343abe7c852c356972e8fe04b4628551020acad510832eba4,passed
