reference_split,comparison_split,feature,channel,statistic,reference_mean,comparison_mean,standardized_mean_difference,population_stability_index,jensen_shannon_divergence,model_importance,importance_weighted_smd
train,validation,b04_2018__p10,b04_2018,p10,0.12527517974376678,0.12440235167741776,0.4354305565357208,0.2780867514250033,0.04790686083296258,0.0030465024492675,0.001326540256971984
train,validation,b02_2022__mean,b02_2022,mean,0.3754405975341797,0.3719167709350586,0.214390829205513,0.13842853477644018,0.024723823430366266,0.0058906661252557,0.0012629047951663959
train,validation,ndvi_diff__min,ndvi_diff,min,0.009061247110366821,0.009579304605722427,0.14359784126281738,1.3156662857492822,0.18359696873752895,0.008392368336776,0.0012051259762434548
train,validation,b03_2018__p10,b03_2018,p10,0.11522632092237473,0.11475551128387451,0.34147214889526367,0.5517460939544179,0.09383400016439673,0.003340979321336,0.0011408513882712435
train,validation,b08_2022__max,b08_2022,max,-0.19401393830776215,-0.18447503447532654,0.13061372935771942,0.17870087701884918,0.030845918963859957,0.0085105372676598,0.001111593011366902
train,validation,b08_2018__p10,b08_2018,p10,0.11419602483510971,0.1137196347117424,0.30445000529289246,0.26460896906470666,0.04647991129563703,0.0035739894800567,0.0010881011161200044
train,validation,b02_2022__p25,b02_2022,p25,0.3426964282989502,0.337391197681427,0.36482906341552734,0.2705568751567795,0.04753914972276904,0.0028124914291177,0.0010260786139492085
train,validation,b02_2018__p25,b02_2018,p25,0.2390047311782837,0.24228227138519287,0.22354376316070557,0.4014861546755812,0.06408804773879484,0.0044497052306964,0.0009947038522257487
train,validation,b08_2022__p75,b08_2022,p75,-0.32235145568847656,-0.3212803304195404,0.04974287748336792,0.7003341107860672,0.11844058849345232,0.0196571502576007,0.0009778032169359856
train,validation,ndvi_2022__max,ndvi_2022,max,0.03866387903690338,0.041535310447216034,0.20747652649879456,0.162373401992248,0.028580159933844454,0.0046570972068721,0.0009662383520490614
